Year,MSHA ID,Mine Name,Mine State,Mine County,MineBasin,Mine Status,MineType,Company Type,OperationType,Operating Company,Operating Company Address,Union Code,Production,AverageEmployees,LaborHours
2011,103381,Tacoa Highwall Miner,Alabama,Bibb,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Tacoa Minerals,llc","1669 Mission Hills Road, Alabaster, AL 35007",,168399,23,63849
2011,103404,Reid School Mine,Alabama,Blount,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Taft Coal Sales & Associates,","3000 Riverchase Galleria Ste 1, Birmingham, AL 35244",,245081,36,119754
2011,100759,North River #1 Underground Min,Alabama,Fayette,Appalachia,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Jim Walter Resources Inc,"3000 Riverchase Galleria, Birmingham, AL 35244",United Mine Workers of America,2707383,379,882440
2011,103374,Meredyth Mine,Alabama,Franklin,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"National Coal Of Alabama, Inc","1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,116900,24,58985
2011,100851,Oak Grove Mine,Alabama,Jefferson,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Oak Grove Resources Llc,"8360 Taylors Ferry Rd, Hueytown, AL 35023",UNIT,526267,484,1173014
2011,102354,Lindbergh,Alabama,Jefferson,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,C & H Mining Company Inc,"3699 Industrial Parkway, Jasper, AL 35502",,258305,43,112788
2011,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,1760870,618,1406905
2011,103180,Sloan Mountain Mine,Alabama,Jefferson,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"M S & R Equipment Company, Inc","2600 Warrior Jasper Road, Warrior, AL 35180",,284040,64,137496
2011,103182,Fishtrap,Alabama,Jefferson,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,C&h Mining,"3699 Industrial Parkway, Jasper, AL 35501",,118423,34,88733
2011,103285,Narley Mine,Alabama,Jefferson,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Best Coal Inc,"2600 Warrior Jasper Rd, Warrior, AL 35180",,110361,25,57845
2011,103393,Buttahatchee Mine No 1,Alabama,Marion,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"National Coal Of Alabama, Inc","1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,119240,21,47030
2011,103417,Yeshic Mine,Alabama,Shelby,Appalachia,Active,Surface,Operating Subsidiary,Mine only,"Yeshic, Llc","74 Industrial Parkway, Jasper, AL 35501",,256824,40,103522
2011,101247,No 4 Mine,Alabama,Tuscaloosa,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",United Mine Workers of America,2122806,605,1461166
2011,101401,No 7 Mine,Alabama,Tuscaloosa,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"P.O. Box 133, Brookwood, AL 35444",United Mine Workers of America,3610246,896,2232845
2011,103172,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,382887,83,223286
2011,103179,Fleetwood Mine No 1,Alabama,Tuscaloosa,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,115915,19,54383
2011,103196,East Brookwood Mine,Alabama,Tuscaloosa,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Tuscaloosa Resources Inc,"3000 Riverchase Galleria, Ste, Birmingham, AL 35244",,102408,46,98495
2011,103303,Shannon Mine,Alabama,Tuscaloosa,Appalachia,Active,Surface,Operating Subsidiary,Mine only,"Shannon, Llc","74 Industrial Parkway, Jasper, AL 35501",,1515972,206,533645
2011,103390,Highway 59 Mine No. 1,Alabama,Tuscaloosa,Appalachia,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Tuscaloosa Resources, Inc","3000 Riverchase Galleria, Ste, Birmingham, AL 35244",,208655,33,74311
2011,103436,Swann's Crossing,Alabama,Tuscaloosa,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Tuscaloosa Resources, Inc.","3000 Riverchase Galleria, Ste, Birmingham, AL 35244",,204381,61,147260
2011,100347,Choctaw Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Taft Coal Sales & Associates I,"3000 Riverchase Galleria Ste 1, Birmingham, AL 35244",,603409,101,313790
2011,101362,Manchester Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,180371,39,112641
2011,102996,Jap Creek Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Reed Minerals Inc,"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502",,294122,42,121077
2011,103337,Gooden Creek,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,134739,17,44390
2011,103342,Reese's Branch Mine,Alabama,Walker,Appalachia,Active,Surface,Contractor,Mine only,"Cedar Lake Mining, Inc","2600 Warrior Jasper Road, Warrior, AL 35180",,603013,59,127998
2011,103370,Cresent Valley Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,National Coal Of Alabama Inc,"1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,121786,17,42582
2011,103376,Town Creek,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Reed Minerals Inc,"3699 Industrial Parkway, Jasper, AL 35501",,285796,44,129501
2011,103398,Kansas Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"National Coal Of Alabama, Inc","1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,142764,30,54137
2011,103410,Coal Valley Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Xinergy Of Alabama, Inc.","2600 Warrior Jasper Rd, Warrior, AL 35180",,171689,41,58040
2011,103423,Dutton Hill Mine,Alabama,Walker,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Quality Coal Company, Inc.","17405 Hwy 69 S, Jasper, AL 35501",,112044,20,45020
2011,103321,Poplar Springs,Alabama,Winston,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,National Coal Of Alabama Inc,"1810 Birmingham Ave, Suite 101, Jasper, AL 35501",,449055,73,207516
2011,103358,Old Union,Alabama,Winston,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,248368,41,93764
2011,5000030,Usibelli,Alaska,Yukon-Koyukuk,Western,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743",Teamsters,2148926,136,331784
2011,201195,Kayenta Mine,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers of America,8110942,419,961579
2011,301736,Sebastian Mine,Arkansas,Sebastian,Interior,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,South Central Coal Co. Inc.,"P.O. Box 6, Spiro, OK 74959",,126628,67,186355
2011,504591,Bowie No 2 Mine,Colorado,Delta,Western,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Bowie Resources Llc,"P.O. Box 1488, Paonia, CO 81428",,2235055,306,657340
2011,503672,West Elk Mine,Colorado,Gunnison,Western,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","P.O. Box 591, Somerset, CO 81434",,5896402,368,824337
2011,504674,Elk Creek Mine,Colorado,Gunnison,Western,Active,Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",,3007833,349,679998
2011,504864,King Ii,Colorado,La Plata,Western,Active,Underground,Indepedent Producer Operator,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,618132,70,161320
2011,502838,Trapper Mine,Colorado,Moffat,Western,Active,Surface,Indepedent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union of Operation Engineers,2484106,189,396928
2011,502962,Colowyo Mine,Colorado,Moffat,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,2537904,262,498819
2011,500299,New Horizon Mine,Colorado,Montrose,Western,Active,Surface,Indepedent Producer Operator,Mine only,"Western Fuels-Colorado, Llc","P.O. Box 628, Nucla, CO 81424",United Mine Workers of America,360009,27,50571
2011,503505,Deserado Mine,Colorado,Rio Blanco,Western,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy,"3607 County Road #65, Rangely, CO 81648",United Mine Workers of America,1983581,169,300545
2011,503836,Foidel Creek Mine,Colorado,Routt,Western,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt County Rd#27, Oak Creek, CO 80467",,7748909,451,905287
2011,1103189,Mc#1 Mine,Illinois,Franklin,Interior,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,892612,137,329645
2011,1103017,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,Interior,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,1897146,193,463308
2011,1103020,Creek Paum Mine,Illinois,Jackson,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",,381479,46,98440
2011,1103209,North Grindstone Mine,Illinois,Mcdonough,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Nugget Llc,"P.O. Box 235, Industry, IL 61440",,165782,26,57828
2011,1100726,Shay #1 Mine,Illinois,Macoupin,Interior,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,1829122,111,246671
2011,1102632,Crown Iii Mine,Illinois,Macoupin,Interior,Active,Underground,Contractor,Mine and Preparation Plant,"Tri County Coal, Llc","2 Mine Avenue/P. O. Box 139, Farmersville, IL 62533",United Mine Workers of America,934682,213,502981
2011,1103182,Deer Run Mine,Illinois,Montgomery,Interior,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Patton Mining Llc,"211 N Broadway,ste 2600, St. Louis, MO 63102",,491227,78,186086
2011,1103045,Red Hawk,Illinois,Perry,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,532977,36,78126
2011,1103143,Prairie Eagle,Illinois,Perry,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,306871,30,63133
2011,1103147,Prairie Eagle-Underground,Illinois,Perry,Interior,Active,Underground,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,1750702,108,229804
2011,1103205,Prairie Eagle South Undergroun,Illinois,Perry,Interior,Active,Underground,Indepedent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler-Trico Road, Percy, IL 62272",,958919,41,130159
2011,1102408,Gateway Mine,Illinois,Randolph,Interior,Active,Underground,Indepedent Producer Operator,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd., Suite, Evansville, IN 47715",,3334776,227,479559
2011,1103226,Hawkeye Mine,Illinois,Randolph,Interior,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,140113,11,15621
2011,1102752,The American Coal Company New,Illinois,Saline,Interior,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,4963211,561,1320420
2011,1103054,Willow Lake Portal,Illinois,Saline,Interior,Active,Underground,Operating Subsidiary,Mine only,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,2234623,492,1053679
2011,1103156,Wildcat Hills Mine-Underground,Illinois,Saline,Interior,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crst Blvd, #100, Evansville, IN 47715",,1018246,122,301383
2011,1103212,Eagle River Coal Llc Mine No 1,Illinois,Saline,Interior,Active,Surface,Indepedent Producer Operator,Mine only,Eagle River Coal Llc,"29 W. Raymond St, Harrisburg, IL 62946",,300914,27,63308
2011,1103232,New Future Mine,Illinois,Saline,Interior,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,1783046,361,811853
2011,1102664,Viper Mine,Illinois,Sangamon,Interior,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","8100 East Main, Williamsville, IL 62693",,2098366,314,637523
2011,1103064,Friendsville Mine,Illinois,Wabash,Interior,Active,Surface,Operating Subsidiary,Mine only,Friendsville Mine Llc,"528 Main St, Ste 202, Evansville, IN 47708",,1275023,82,237576
2011,1103193,Lively Grove Mine,Illinois,Washington,Interior,Active,Underground,Indepedent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,1002059,177,367583
2011,1103058,Pattiki,Illinois,White,Interior,Active,Underground,Contractor,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,2199078,327,853168
2011,1103141,Mach #1 Mine,Illinois,Williamson,Interior,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,7226500,154,367372
2011,1201732,Craney Mine,Indiana,Daviess,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",,427185,51,146531
2011,1201946,Viking Mine - Corning Pit,Indiana,Daviess,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 28, Montgomery, IN 47558",,1491751,148,350486
2011,1202372,Antioch Mine,Indiana,Daviess,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","P.O. Box 7, Petersburg, IN 47567",,824404,67,199049
2011,1202374,Shamrock Mine,Indiana,Dubois,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","625 N. Ninth St., Petersburg, IN 47567",,1152113,96,278866
2011,1202207,Somerville,Indiana,Gibson,Interior,Active,Surface,Contractor,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,1399011,79,206130
2011,1202215,Gibson Mine,Indiana,Gibson,Interior,Active,Underground,Contractor,Mine and Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,3376883,321,859321
2011,1202258,Somerville Central Mine,Indiana,Gibson,Interior,Active,Surface,Contractor,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd  Ste 100, Evansville, IN 47715",,2939961,193,479389
2011,1202295,Francisco Mine - Underground P,Indiana,Gibson,Interior,Active,Underground,Indepedent Producer Operator,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,2966915,268,627412
2011,1202010,Air Quality #1 Mine,Indiana,Knox,Interior,Active,Underground,Indepedent Producer Operator,Mine only,"Peabody Midwest Mining, Llc","7100 Eagle Crest Blvd,ste 100, Evansville, IN 47715",,1150108,200,503889
2011,1202167,Freelandville Mine,Indiana,Knox,Interior,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,341691,36,88630
2011,1202316,Freelandville Underground,Indiana,Knox,Interior,Active,Underground,Operating Subsidiary,Mine only,"Triad Underground Mining, L.L.","14972 East S.R. 58, Edwardsport, IN 47528",,384000,54,123811
2011,1202339,Freelandville East,Indiana,Knox,Interior,Active,Surface,Indepedent Producer Operator,Mine only,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,168297,16,24348
2011,1202394,Oaktown Fuels Mine No 1,Indiana,Knox,Interior,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Black Panther Mining Llc,"12661 N. Agricare Road, Oaktown, IN 47561",,2667948,268,714888
2011,1202423,Freelandville West Underground,Indiana,Knox,Interior,Active,Underground,Indepedent Producer Operator,Mine only,Triad Underground Mining L.L.C,"13333 E Hartsburg Rd, Edwardsport, IN 47528",,167888,35,75012
2011,1202249,Prosperity Mine,Indiana,Pike,Interior,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Five Star Mining Inc,"6594 W. Sr 56, Petersburg, IN 47567",,2457960,356,972443
2011,1202320,Augusta Mine,Indiana,Pike,Interior,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Triad Mining Inc.,"14521 E. State Road 58, Edwardsport, IN 47528",,488906,29,82186
2011,1202410,Log Creek Surface,Indiana,Pike,Interior,Active,Surface,Indepedent Producer Operator,Mine only,Triad Mining Inc.,"14521 E. State Road 58, Edwardsport, IN 47528",,792196,54,164717
2011,1202424,Gray #1 - Blackfoot #5,Indiana,Pike,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Boyd And Sons Construction, Ll","101 West Main Street, Jasonville, IN 47438",,147566,31,47505
2011,1202349,Carlisle Mine,Indiana,Sullivan,Interior,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,3297226,296,715805
2011,1202422,Bear Run Mine,Indiana,Sullivan,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,6615982,488,1169694
2011,1202234,Lewis Mine,Indiana,Vigo,Interior,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Inc,"P.O. Box 7, Petersburg, IN 47567",,425613,31,88059
2011,1202259,Red Brush Mine,Indiana,Warrick,Interior,Active,Surface,Indepedent Producer Operator,Mine only,"Vigo Coal Operating Co., Inc","528 Main St. Ste. 202, Evansville, IN 47708",,204963,24,34328
2011,1202407,West 61,Indiana,Warrick,Interior,Active,Surface,Contractor,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,1203184,72,196952
2011,1202441,Wild Boar Mine,Indiana,Warrick,Interior,Active,Surface,Contractor,Mine only,"Peabody Wild Boar Mining, Llc","2277 West Tecumseh Road, Lynnville, IN 47619",,1840388,101,252174
2011,1202445,Addcar System 40 Hwm Serial No,Indiana,Warrick,Interior,Active,Surface,Indepedent Producer Operator,Mine only,Icg Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112",,246593,35,27910
2011,1518257,#1 Strip Mine,Kentucky (East),Bell,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,157341,22,57087
2011,1519076,Chestnut Flats,Kentucky (East),Bell,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",,278755,46,133852
2011,1519318,Garmeda #2,Kentucky (East),Bell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965",,170925,39,89314
2011,1519336,Jellico #1,Kentucky (East),Bell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965",,128611,72,176556
2011,1519408,Hance Mine No. 1,Kentucky (East),Bell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Tennco Energy, Inc.","P.O. Box 517, Middlesboro, KY 40965",,229555,29,72422
2011,1519432,Four Mile,Kentucky (East),Bell,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,171005,36,79681
2011,1519181,Highwall Miner #59,Kentucky (East),Boyd,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Road, Summerville, WV 26651",,406181,16,34492
2011,1518991,Flint Ridge Mine #2,Kentucky (East),Breathitt,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Icg Hazard, Llc","P.O. Box 145, Lost Creek, KY 41348",,743695,132,369700
2011,1519503,Mitco Job #12,Kentucky (East),Clay,Appalachia,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"B&w Resources, Inc.","P.O. Box 249, Stanville, KY 41659",,216714,22,54710
2011,1518418,Joe's Run,Kentucky (West),Daviess,Interior,Active,Surface,Indepedent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,405487,40,100947
2011,1518730,M-102,Kentucky (East),Floyd,Appalachia,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,163103,8,21699
2011,1518819,Shm-35,Kentucky (East),Floyd,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,217926,8,21699
2011,1518881,#9,Kentucky (East),Floyd,Appalachia,Active,Underground,Contractor,Mine only,Cheyenne Enterprises Inc,"5363 Collins Hwy, Pikeville, KY 41501",,122079,21,47001
2011,1518936,No. 1,Kentucky (East),Floyd,Appalachia,Active,Underground,Contractor,Mine only,Mrm Mining Inc.,"P.O. Box 308, Hi Hat, KY 41636",,132182,20,37889
2011,1518980,Frasure Branch,Kentucky (East),Floyd,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,James River Coal Service Compa,"P.O. Box 1389, Gilbert, WV 25621",,561070,64,183330
2011,1518998,Blackhawk #2 Surface Mine,Kentucky (East),Floyd,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Blackhawk Mining Llc,"P.O. Box 1200, Robinson Cree, KY 41560",,149963,28,48436
2011,1519129,No. 15,Kentucky (East),Floyd,Appalachia,Active,Underground,Contractor,Mine only,Fools Gold Energy Corp,"P.O. Box 2037, Pikeville, KY 41502",,228057,39,99117
2011,1519225,Hoods Fork,Kentucky (East),Floyd,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,James River Coal Service Compa,"1801 Watergap Road, Prestonsburg, KY 41653",,142326,14,42051
2011,1519242,Redhawk #1,Kentucky (East),Floyd,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Redhawk Mining, Llc","P.O. Box 1200, Robinson Cree, KY 41560",,148476,37,72087
2011,1519292,C1,Kentucky (East),Floyd,Appalachia,Active,Underground,Contractor,Mine only,Cbl Mining Llc,"P.O. Box 2037, Pikeville, KY 41502",,156950,33,79235
2011,1519310,F10 Alum Lick,Kentucky (East),Floyd,Appalachia,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Rd, Scott Depot, WV 25560",,154607,15,36996
2011,1519372,Blackhawk #1 Surface Mine,Kentucky (East),Floyd,Appalachia,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Blackhawk Mining Llc,"P.O. Box 1200, Robinson Cree, KY 41560",,437840,46,120806
2011,1519493,No 1,Kentucky (East),Floyd,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Indeva Mng. Co. Inc.,"P.O. Box 867, Allen, KY 41601",,124845,19,49085
2011,1502263,Darby Fork No 1,Kentucky (East),Harlan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",,505624,110,288543
2011,1514728,Foresters Creek Strip,Kentucky (East),Harlan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Fox Knob Coal Company Inc,"P.O. Box 267, Coldiron, KY 40819",,371287,77,234159
2011,1517165,Mine No 1,Kentucky (East),Harlan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Stillhouse Mining Llc,"P.O. Box 527, Benham, KY 40807",,596499,109,300500
2011,1517234,Huff Creek No 1,Kentucky (East),Harlan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",,680731,127,305862
2011,1517821,Mill Branch,Kentucky (East),Harlan,Appalachia,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,213285,33,94838
2011,1517903,Mine No.17,Kentucky (East),Harlan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,K And D Mining Inc.,"P.O. Box 2561, Middlesboro, KY 40965",,160997,35,85460
2011,1518197,Mine #1,Kentucky (East),Harlan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 527, Benham, KY 40807",,343068,55,150068
2011,1518198,Mine No. 1,Kentucky (East),Harlan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Panther Mining Llc,"P.O. Box 527, Benham, KY 40807",,495517,100,245318
2011,1518241,Mine No. 1,Kentucky (East),Harlan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Coal Company Llc,"P.O. Box 527, Benham, KY 40807",,526855,86,218254
2011,1518423,Right Fork Splint,Kentucky (East),Harlan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Coalgood Energy Co,"966 Rt. 990, Coalgood, KY 40818",,296423,46,122094
2011,1518643,Highsplint Strip,Kentucky (East),Harlan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Dixie Fuel Company Llc,"51 Grays Branch Road, Grays Knob, KY 40829",,108210,45,124516
2011,1518647,Clover Fork No 1,Kentucky (East),Harlan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St. Charles, VA 24282",,907921,116,318190
2011,1518734,Mine #1,Kentucky (East),Harlan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Powell Mountain Energy Llc,"Rt. 1 Box 140, St. Charles, VA 24282",,244829,73,178036
2011,1518854,Liggett #3,Kentucky (East),Harlan,Appalachia,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Liggett Mining Llc,"9329 West Hwy 72, Harlan, KY 40831",,114226,46,119486
2011,1518869,Mine No 2,Kentucky (East),Harlan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Stillhouse Mining, Llc","P.O. Box 527, Benham, KY 40807",,353306,92,181961
2011,1518889,Harlan Strip #1,Kentucky (East),Harlan,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Four Star Resources Llc,"P.O. Box 367, Mary Alice, KY 40964",,190056,33,88297
2011,1519170,Ky No. 5,Kentucky (East),Harlan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Big Run Mining, Inc","P.O. Box 117, Stoney Fork, KY 40988",,463056,39,108466
